packet_forwarding_rate,packet_drop_ratio,residual_energy,neighbor_count,route_change_frequency,signal_strength_variation,transmission_interval,label,attack_type
0.4328924779530934,0.5565890925622003,68.0,7,0.3351825469338899,6.0200047667270535,72.1,6,Node Compromise
0.8872606152285305,0.07354532109824405,42.76,5,0.024475411328519218,3.6910625658668774,363.9,0,Normal
0.9342913069801272,0.044992162096743046,66.26,5,0.03879773189528353,3.453995631446959,322.8,0,Normal
0.48046718973019614,0.3728659716431131,60.77,14,0.052676975711639554,4.218807967423899,286.6,1,Sinkhole
0.7008451319080065,0.27610326596430584,55.16,16,0.47085521056158763,17.248646486352065,37.6,4,Hello Flood
0.44543277985846585,0.552521471361357,55.11,6,0.039536211904662805,3.552645821269139,435.8,3,Selective Forwarding
0.4843046067607978,0.6902513553071347,55.09,7,0.19585952634162063,11.993869090735723,101.5,6,Node Compromise
0.5296496353003252,0.4200153289097328,69.04,17,0.022932263148088834,4.045369847283931,284.3,1,Sinkhole
0.8949811830370955,0.40639196733181027,51.03,12,0.5514303687180924,8.714531760261508,49.9,4,Hello Flood
0.7808511821250812,0.2815656713236928,23.75,17,0.56424982829261,11.243958770107945,38.7,4,Hello Flood
0.9466154592776674,0.09365136728812135,27.3,7,0.06695460136429308,2.9299871411871994,344.1,0,Normal
0.34055568498368305,0.8035224144928177,61.75,6,0.029645940887642375,4.743401055041513,326.7,3,Selective Forwarding
0.42219250268320396,0.38354801554358986,60.87,5,0.05850737557215502,3.253552260081898,366.6,3,Selective Forwarding
0.4740094957271688,0.5945409061927387,81.14,12,0.05874172390772821,4.054665588739464,321.9,1,Sinkhole
0.8943878635464232,0.03654307375914937,52.49,7,0.06978452642755688,3.24468192548735,226.2,0,Normal
0.856215683833104,0.006556182217548577,57.05,6,0.03973541327803859,5.272991825979389,351.5,0,Normal
0.978562354673366,0.01513761461797139,59.67,7,0.08420759842832841,3.6759788558069233,309.9,0,Normal
0.33427152447993586,0.6376797723882885,30.06,7,0.5492726524950099,6.166407792146725,15.0,5,DoS
0.8935315540790327,0.21577357267612185,92.88,6,0.5287737977024146,5.865880731766948,21.5,6,Node Compromise
0.8961157213717851,0.2513042971805862,63.5,30,0.02,3.082769372804881,319.5,2,Sybil
0.951564411291927,0.0666960032825379,56.94,4,0.013258856670483793,2.8917666616770266,243.9,0,Normal
0.8214313485921508,0.198398637597526,58.46,31,0.0786599481134497,12.711274240037366,351.8,2,Sybil
0.8679728030421233,0.05018050041308215,55.94,3,0.004334021744257149,2.253883517057274,203.7,0,Normal
0.8329700615730156,0.2236520752610708,37.9,20,0.2773147806222518,9.650615714828183,41.5,4,Hello Flood
0.4350286025817154,0.8322544710438389,84.78,5,0.0942006633612984,3.088128391306304,342.2,3,Selective Forwarding
0.17303338833768162,0.7041413714718966,47.27,10,0.09989394073350116,1.5,441.9,6,Node Compromise
0.9227451296808656,0.28684289065449603,46.21,19,0.08311609111077514,5.38948462280066,201.4,2,Sybil
0.661222709629185,0.5186514868318178,82.81,14,0.07308267548640285,3.8554272796622695,253.8,1,Sinkhole
0.8793529452344837,0.039880245137944824,60.22,3,0.028415553620643574,4.447058696031102,276.1,0,Normal
0.3787442246827445,0.6460129756031372,38.06,6,0.08448778843761574,3.720118346177367,267.3,3,Selective Forwarding
0.19877081650719913,0.7831303824253496,31.14,5,0.6325081678125781,8.738372955159546,378.9,6,Node Compromise
0.9521663397344523,0.0,41.58,5,0.04459078931451398,3.495272946068598,221.9,0,Normal
0.43267746603221907,0.6956184103313983,60.06,4,0.01,3.8609487143486794,262.3,3,Selective Forwarding
0.49277391723600666,0.3969773061248557,47.74,15,0.1250644139451677,3.1803279136780134,330.9,1,Sinkhole
0.07185496499684732,0.716290704561278,39.58,6,0.7849937775022692,9.081792278240606,14.4,5,DoS
0.27664334493611575,0.6228829760239794,24.83,8,0.3692632278120722,6.045296977073296,14.3,5,DoS
0.3499890480411716,0.4758412551946499,72.53,24,0.01,2.7203650041472636,273.1,1,Sinkhole
0.9057557966808713,0.07962215435139203,80.52,7,0.083299089293171,3.3573649721556738,233.6,0,Normal
0.9444475299373094,0.2718537432405832,46.58,23,0.09928714879225847,7.348970716068973,381.4,2,Sybil
0.8,0.602405152071231,77.41,17,0.07041144885876793,5.255384178436189,331.8,1,Sinkhole
0.721140533831395,0.3304557272935431,20.31,17,0.3514352662576709,10.723861705224405,27.9,4,Hello Flood
0.7484107476985916,0.17372417284404118,65.35,10,0.24299494637299118,4.9216827041288,415.9,6,Node Compromise
0.197639312068789,0.5706310637342377,27.62,7,0.3401918881284012,11.830200026631076,10.1,5,DoS
0.48209122196924936,0.7728254818226786,45.34,9,0.5078944609454851,8.773195436020973,491.2,6,Node Compromise
0.2890643952315989,0.4876127882132566,67.31,5,0.08522236100771909,4.337982710552298,293.0,3,Selective Forwarding
0.7914071866055159,0.2395546935218473,25.24,8,0.5416868993114559,7.356194892118211,132.3,6,Node Compromise
0.554688704127459,0.2753197504710619,63.36,5,0.48036037066470627,3.9113222267201846,83.9,6,Node Compromise
0.5343867059232913,0.17700534803462586,32.08,10,0.10413875012564608,4.82612316168103,464.4,6,Node Compromise
0.5719202261873217,0.25731160079563115,84.27,6,0.16547724167316108,6.107899903417678,375.0,6,Node Compromise
0.28994175614065176,0.7272508592054631,9.57,3,0.7617794541524323,10.801094957712035,19.6,5,DoS
0.16872386968755834,0.7139516964845274,22.33,9,0.7029990972603188,10.976401401623347,21.4,5,DoS
0.8522327542854597,0.21071477950069253,57.58,26,0.0729875056985605,14.75491983568471,227.3,2,Sybil
0.4627252357781961,0.5998346417179088,31.13,7,0.6512093024623119,4.0310984180307985,22.7,5,DoS
0.8839220983228576,0.1018698602265711,83.05,5,0.062491044444168656,3.967725386779474,364.9,0,Normal
1.0,0.06573522125858258,60.06,5,0.08777344548004208,2.4148115510729884,418.3,0,Normal
0.7941176409081129,0.25146453383451034,23.15,14,0.4793702785575541,13.73391935492557,54.4,4,Hello Flood
0.1945292034367473,0.10241795739998928,49.34,4,0.642703275295345,13.877112105246502,287.5,6,Node Compromise
0.42433494879075573,0.4991922701976681,68.82,20,0.014167953116439452,2.848306660402846,282.4,1,Sinkhole
0.41802766784205836,0.719945967344576,10.44,8,0.7054186923792307,8.726269243917733,31.5,5,DoS
0.14878440698119055,0.7064623161792649,37.65,3,0.21321150466144362,1.5,331.0,6,Node Compromise
0.32244332205413145,0.9103143909447314,34.45,10,0.6475153136163734,5.617881873800105,12.9,5,DoS
0.9276281256051234,0.012490533832305611,53.41,5,0.08424442304309654,2.8914633673148433,316.6,0,Normal
0.8420200506863255,0.05,59.79,20,0.026056197393864944,4.997049692433534,301.7,2,Sybil
0.5792454582767566,0.6596462593545888,70.58,4,0.032076703649077054,3.8533665860270396,377.1,3,Selective Forwarding
0.7175309883093692,0.42364059936737314,83.9,11,0.06667500936465437,3.9338722943383044,359.6,1,Sinkhole
0.9056308319225412,0.016413923741884218,68.49,6,0.05831868593632541,1.7355696388227864,212.8,0,Normal
0.5845156884992079,0.05,50.33,16,0.4231507974210805,19.817958865077983,29.7,4,Hello Flood
0.7417449856651834,0.08715119194312587,35.04,18,0.04157460809812025,11.082887315790842,320.0,2,Sybil
0.8611354420258208,0.07764911473533764,52.88,35,0.11099326849412171,12.048087008482836,381.4,2,Sybil
0.845890730127859,0.027447324565594997,53.72,4,0.022968979122351442,2.515010275738276,168.3,0,Normal
0.9521969396638429,0.048291363763594136,58.46,2,0.06814374747651704,4.186142502118831,366.3,0,Normal
0.3219057617115822,0.7702121034482693,46.39,10,0.14164473063137084,7.467485979335114,344.7,6,Node Compromise
0.8974119778969735,0.6828200263421768,54.36,7,0.2748047182174185,4.5168265820828015,311.0,6,Node Compromise
0.38325719773382494,0.356625138976729,64.46,17,0.10531356529406433,3.160096308457672,325.3,1,Sinkhole
0.8464596852748671,0.04068548071412169,57.53,6,0.026035827653210546,4.140209478936736,268.4,0,Normal
0.8471422090072167,0.05889254002425979,61.64,5,0.084768487471307,2.5663725148458125,245.8,0,Normal
0.5282522758543959,0.4118367079431517,72.5,9,0.059461920518035644,2.4947808857438742,259.2,1,Sinkhole
0.7699884907014987,0.1548978416803623,55.01,21,0.11770569529322707,3.792137555129443,224.0,2,Sybil
0.6566029029801581,0.537304043235096,76.23,12,0.04171388688767401,6.229058340272721,236.1,1,Sinkhole
0.5348436765226432,0.31692809603572686,39.4,18,0.2627185963878728,11.916158958603539,27.3,4,Hello Flood
0.518032350976899,0.3344843429896859,70.65,8,0.07739353527437236,5.164848327567363,266.2,1,Sinkhole
0.5613009256668002,0.5482697205805388,58.59,9,0.180854247023969,7.940415775734013,145.2,6,Node Compromise
0.616909101138978,0.4025227735048799,60.23,17,0.04616908821096423,7.077719133908436,201.8,1,Sinkhole
0.3788856629917725,0.6704671976613041,13.57,2,0.31289237378500734,10.863550706785512,10.7,5,DoS
0.3521506309569948,0.5698338963131636,37.82,6,0.033381248635175324,4.196499924295462,305.8,3,Selective Forwarding
0.5117592291307835,0.45348474858063503,77.0,15,0.07861374594348083,5.883366048879075,366.1,1,Sinkhole
0.33625407901627435,0.7180275137769223,17.11,6,0.5397796974690972,10.643399944431096,20.3,5,DoS
0.5405993210211845,0.14877865979953295,17.96,7,0.45409572586631974,7.396775158477532,61.8,6,Node Compromise
0.7093688507049495,0.22052385774833322,62.93,26,0.1065711041122303,7.24724101216115,304.5,2,Sybil
0.6467320260160164,0.5430902760539891,66.9,12,0.0295550507461146,4.261917771251808,216.1,1,Sinkhole
0.617542950421887,0.5383373114713266,65.96,19,0.16071237486423567,6.416351404621565,349.8,1,Sinkhole
0.7409238056528231,0.25709763309741296,37.41,16,0.5604961274898327,11.203244762762429,46.5,4,Hello Flood
0.12367837406727838,0.44862120274592604,46.37,5,0.12203287519541714,4.749254438091489,260.9,3,Selective Forwarding
0.5397271242710623,0.5486324641330412,67.93,16,0.06593123353913377,5.282439629747033,314.1,1,Sinkhole
0.8986373676831734,0.09008558300036512,79.79,6,0.048965754048961016,2.1841733520155673,299.5,0,Normal
0.35164656374201736,0.5164067249348775,65.47,4,0.047430830507468096,2.7509466256835675,425.8,3,Selective Forwarding
0.8536803641130218,0.07104990944268702,52.66,2,0.07938756023467919,3.7065325128978275,296.3,0,Normal
0.8720558699585501,0.02934883153307722,55.89,7,0.030190996519340332,4.435994017767714,363.4,0,Normal
0.8899314593172774,0.769702913838205,67.36,7,0.1994578710725233,3.634925444682983,69.2,6,Node Compromise
0.7504159138781156,0.14106782243964838,25.61,13,0.44749832771814835,13.930672095002938,33.7,4,Hello Flood
0.7439319683290716,0.3262066867707937,33.11,23,0.3812154054975707,14.047798913039674,10.0,4,Hello Flood
0.6754447088853328,0.5762500069867914,63.4,6,0.4056570477889669,8.44619517898459,417.9,6,Node Compromise
0.7587406360090081,0.4969787409563078,95.0,9,0.2712526941625566,6.378570413622048,304.0,6,Node Compromise
0.5048086332371818,0.5162345875566718,72.57,16,0.09844585565439343,4.696674936243131,256.4,1,Sinkhole
0.961026423770871,0.04557672530245498,56.94,6,0.05843519496930438,4.021222289219133,257.2,0,Normal
0.838093494684857,0.32054148736948485,53.04,27,0.14346704831070942,7.665630445603307,328.7,2,Sybil
0.36605991940203053,0.22712927389452828,50.9,14,0.34566628915180664,8.09943262475148,370.5,6,Node Compromise
0.6012593661546768,0.1800608497879705,43.53,17,0.5213462760975208,9.16722614984733,48.1,4,Hello Flood
0.5641665131935604,0.47242456112403364,82.54,4,0.10141154202183572,5.405149272048818,319.6,3,Selective Forwarding
0.4694714247176587,0.6590354176289789,18.19,4,0.7072213116912109,13.803491890742418,23.7,5,DoS
0.22466370779152015,0.6450109601174903,27.46,6,0.4948471293435494,9.527134705349447,17.8,5,DoS
0.7899296472935587,0.2306955453853383,60.14,21,0.41325871108978285,11.39276883423876,33.3,4,Hello Flood
0.42583348111783065,0.3519589619109505,68.4,17,0.14105212799945757,6.1859062949178405,349.8,1,Sinkhole
0.6209448980548102,0.21987152520372322,64.66,29,0.06696537468840877,7.542875256726768,181.6,2,Sybil
0.876832736763031,0.0,53.84,6,0.08627793705276132,2.6603949743934314,238.8,0,Normal
0.9008406339432007,0.0785616095941967,56.15,3,0.020025653260069637,2.93668014028904,305.2,0,Normal
0.6311653923882387,0.21321218258829144,50.99,14,0.5302448354780825,8.872039253109858,29.0,4,Hello Flood
0.8091530045528725,0.33125248500383514,55.04,23,0.48173424652443747,5.0,53.6,4,Hello Flood
0.6448090659366678,0.4704782330100062,76.96,12,0.07586846339845779,5.447019091245426,215.8,1,Sinkhole
0.33858592332312193,0.4725025933736612,25.19,7,0.5105563831234706,3.5,23.0,5,DoS
0.8337677018704696,0.1304226110140077,63.48,31,0.10534743982990587,6.6937226029798484,188.1,2,Sybil
0.9753144355029945,0.03436031244088146,69.49,7,0.01992872762701348,2.309884458848054,333.9,0,Normal
0.3966842047872424,0.6831462377542789,63.49,6,0.02843423396020958,1.7955568836073381,341.1,3,Selective Forwarding
1.0,0.03914688567667487,77.81,6,0.08924739820639731,4.1482564245159885,294.0,0,Normal
0.22243704058948996,0.5079011765309608,52.73,4,0.11676551300904689,4.975056047230945,315.3,3,Selective Forwarding
0.46423531821636665,0.5183390750419817,21.86,11,0.416683524213748,15.263279909196036,9.5,5,DoS
0.390379927389792,0.6832798617784313,28.19,7,0.6136189491389874,9.351126218333105,5.0,5,DoS
0.9051714523232646,0.05934358502910319,87.54,5,0.06098998800950131,2.4647444333694217,351.8,0,Normal
0.30806671055813994,0.7911355841330641,16.7,6,0.4299749651917841,7.91214732334013,15.7,5,DoS
0.6194249874231738,0.21301749880262424,56.39,23,0.09684158977375217,9.471425039094285,311.4,2,Sybil
0.5855239692451141,0.4402671412140767,49.64,14,0.0795483661215668,4.93338812240531,330.9,1,Sinkhole
0.8211110743621131,0.24793393254239912,71.75,18,0.07691897455379029,3.0,295.7,2,Sybil
0.7746603141982537,0.2445991167211954,57.18,10,0.28972936741196936,13.832384327660487,38.3,4,Hello Flood
0.95,0.1978066460482905,48.32,10,0.3056795694913952,9.700882137684882,64.0,4,Hello Flood
0.40232205469217036,0.5643727232173187,83.79,3,0.045412088539157874,4.177496345924664,262.2,3,Selective Forwarding
0.5186169759433813,0.766910824657518,52.33,7,0.026142193658721453,4.971769255495532,317.9,3,Selective Forwarding
0.5595607287121078,0.35571875660789964,54.05,12,0.11398681009793975,2.3725580448151353,387.5,1,Sinkhole
0.8163508282004355,0.0467081764491713,66.9,5,0.014333595392071852,2.2637268834616644,217.1,0,Normal
0.8726129056115554,0.18196223722398094,43.28,39,0.291796380799226,3.8827687948783405,181.3,2,Sybil
0.3831981802400981,0.7158367113258368,57.73,6,0.1043452033326993,6.458334669358155,173.2,3,Selective Forwarding
0.5835280282200607,0.5930929730032917,58.93,6,0.05,6.877501853469489,481.3,6,Node Compromise
0.5451886105474677,0.45080814409219466,73.44,14,0.20832643655665978,6.194760250312748,332.2,1,Sinkhole
0.4086978462340041,0.9230303939699472,33.01,10,0.7398879463229754,7.574968919182177,14.5,5,DoS
0.38407141956416485,0.20536673921131102,66.87,15,0.05670585602153706,3.6337196213474967,387.6,1,Sinkhole
0.1364737481424978,0.5740508723715451,51.45,4,0.6263484202175333,7.222900917223859,205.3,6,Node Compromise
0.2567743186110082,0.4017324132545601,65.03,6,0.29557261704609555,9.112637152387123,415.6,6,Node Compromise
0.7574714802801891,0.08853739957156825,48.73,35,0.12487660362506552,6.6047825004664205,285.1,2,Sybil
0.8793113635876062,0.06357001851929417,67.28,4,0.038092584762866255,3.1455148053355955,321.4,0,Normal
0.9665786506437123,0.0015302498203796644,96.86,6,0.1343794774471617,2.6004510584115716,247.4,0,Normal
0.9224396479928777,0.326303419187989,57.46,22,0.08639915357169314,7.62948478401788,277.6,2,Sybil
0.5720010656798106,0.3849503043366599,63.53,18,0.06923878062957359,3.20143322605115,287.0,1,Sinkhole
0.6315137164490876,0.2916885311241398,90.0,24,0.12918484173800354,6.234484231274447,300.8,2,Sybil
0.41306874787550546,0.6399225261075964,53.61,9,0.07589228472179467,2.403128271327079,359.7,3,Selective Forwarding
0.5110268634673595,0.7297582860888722,59.41,5,0.11153410520391596,3.675018405349604,259.3,3,Selective Forwarding
0.1559925946457047,0.9075042543543247,23.85,5,0.6175591800441588,12.489452396718017,19.1,5,DoS
0.5453346922203308,0.37718929374599264,63.03,21,0.4707020128279818,11.035987934558797,44.9,4,Hello Flood
0.35869136390757644,0.6960497370445996,9.21,4,0.7140782605300282,9.864747865685423,16.3,5,DoS
0.4407457586810597,0.3054848736085854,61.86,10,0.14012216275159686,8.329500204716092,94.5,6,Node Compromise
0.9544058048000524,0.20213073443809862,60.82,27,0.23788998616873597,11.165521945236426,385.7,2,Sybil
0.5,0.31114400972252143,48.83,17,0.42350176514675497,13.156337746833264,32.9,4,Hello Flood
0.3703784461806757,0.38257117699301146,44.29,8,0.24120397543606228,6.696577438346188,94.7,6,Node Compromise
0.734122350619328,0.27732195169286783,44.61,17,0.7,15.558417104631829,28.0,4,Hello Flood
0.3648383586646948,0.6720684983671525,56.72,6,0.036552363533244106,3.9133266234854975,332.1,3,Selective Forwarding
0.9051225973725927,0.17161890621156134,60.63,26,0.11985475332013024,9.44004353621116,282.7,2,Sybil
0.7475623333062016,0.2072871973428022,70.36,25,0.09666557261367573,9.35610584464981,433.6,2,Sybil
0.7393251157352436,0.10291177774886863,34.64,26,0.06854040783644633,5.356665391308337,296.5,2,Sybil
0.8646477158978256,0.025198848592493165,89.01,4,0.05519021418956678,4.399136381696088,293.1,0,Normal
0.44413855457930995,0.47562076329671016,58.6,5,0.08030318384357929,4.6007618336578835,242.6,3,Selective Forwarding
0.8014701825279438,0.14115954338855707,50.37,34,0.1265597744671698,12.903629559409119,274.5,2,Sybil
0.914825586596702,0.045468443671792126,72.36,7,0.002589820464633956,2.550516570230296,238.3,0,Normal
0.16865289179297183,0.7176297716711058,18.4,5,0.6312790016706123,7.090160043232819,15.5,5,DoS
0.2828696123622994,0.49150944822755027,23.98,5,0.47462594068883335,8.154372240790947,16.4,5,DoS
0.24903533809434863,0.43536213853104677,40.49,6,0.17103905048944182,5.246632469831516,400.9,6,Node Compromise
0.7212215692233704,0.5037014316051543,50.83,11,0.5086584919223842,1.5,430.2,6,Node Compromise
0.8190250134575882,0.18176729576590933,45.25,18,0.3333690634235915,10.069974895125386,35.8,4,Hello Flood
0.809526351144173,0.1324776034209584,63.49,14,0.3460093565324544,14.092864567297774,34.0,4,Hello Flood
0.9134456674656137,0.08495922606641532,46.98,4,0.019450534029162254,4.178184852817185,279.5,0,Normal
0.4889449436635209,0.6128170606085606,53.04,1,0.44795301292792544,1.5,413.1,6,Node Compromise
0.7943973737928032,0.49916069311961364,50.14,11,0.40943536040020934,14.276087259262233,273.9,6,Node Compromise
0.6834832668756083,0.44654293167174663,82.03,8,0.431427207625481,4.567073618893733,326.2,6,Node Compromise
0.3994844306547115,0.1853252613437104,17.32,11,0.3604686231650908,6.814158226485908,320.9,6,Node Compromise
0.7843208209304245,0.295333714849971,70.31,22,0.16346497729844253,6.9242050938194515,319.8,2,Sybil
0.5122979006423043,0.5519588009211156,26.11,3,0.592395132223389,11.58202933419191,11.0,5,DoS
0.46569440453202926,0.751518367891189,14.47,9,0.538252568039447,9.149555368658069,9.9,5,DoS
0.2541385540338559,0.9049616352707447,18.99,9,0.4205801995471594,8.704613779389229,18.6,5,DoS
0.9463926404514333,0.21230381444289617,32.74,27,0.049229604583850964,5.887086182182701,368.2,2,Sybil
0.7187938640380773,0.4875047896779095,67.72,12,0.06551235463780075,2.6578690189478507,277.3,1,Sinkhole
0.933137461257357,0.010920436494966067,56.73,8,0.0,1.9891310821436825,276.0,0,Normal
0.39960336851858047,0.3899742169492485,56.07,12,0.024689535756286955,7.344692672792457,315.9,1,Sinkhole
0.08144422064766027,0.6077275352944811,21.41,8,0.586964552967958,9.792521904111762,22.0,5,DoS
0.48223259989467054,0.486075354176029,62.71,5,0.037328656224558984,4.203560482618621,286.6,3,Selective Forwarding
0.20880451486251816,0.2931663990606347,73.31,7,0.39256928177329553,9.135635350134013,436.9,6,Node Compromise
0.6505844693450333,0.07640161129507164,63.73,28,0.16666650104320002,11.203225890424264,249.1,2,Sybil
0.2350967105918759,0.589298905142053,76.65,5,0.0868561748665872,2.9561720307235078,320.2,3,Selective Forwarding
0.22826655868528828,0.6757845567016051,58.13,8,0.020637537145023276,3.7321437886435866,288.8,3,Selective Forwarding
0.9395955299848308,0.1607476799072175,57.76,17,0.5162259875770403,13.356023391350648,47.3,4,Hello Flood
0.25757313118752884,0.5326371206216268,46.9,5,0.12372232758536819,4.313372689473326,373.1,3,Selective Forwarding
0.4242591737356216,0.47937315405583886,55.38,14,0.045384893583739656,3.6264479410842956,292.2,1,Sinkhole
0.38615498480332344,0.27223518597757307,67.48,3,0.33823371584514106,7.611249958134583,32.9,6,Node Compromise
0.5212634721860412,0.5683408857468855,58.5,11,0.15630543881768105,4.11694209619006,370.2,1,Sinkhole
0.32166029669927493,0.7193344338431776,38.41,6,0.06994296312109648,2.3545110866182166,337.6,3,Selective Forwarding
0.7088337623831247,0.17905382454914037,63.28,20,0.14068099427373051,6.255738573405637,319.4,2,Sybil
0.6390348472281029,0.6411545310679772,90.0,4,0.062387587344981905,3.4232146245247663,293.1,3,Selective Forwarding
0.9428387618778706,0.0,63.66,7,0.06221791681206406,2.0088936844126497,272.0,0,Normal
0.34499201284559833,0.324169002620689,63.95,16,0.10334100367333368,3.27303371557644,247.2,1,Sinkhole
0.40715878141979567,0.441028492390403,66.79,17,0.031484374618325754,5.078912855380482,234.4,1,Sinkhole
0.9160140894546801,0.0004472255546219897,62.71,4,0.07456291851042327,3.7129974253450992,253.0,0,Normal
0.6393200306499611,0.5409797060673808,76.27,17,0.05784939384655352,3.1835173115908764,398.3,1,Sinkhole
0.37782452816651785,0.6703601511349341,16.03,5,0.8,10.49429498203707,9.4,5,DoS
0.46178071829829453,0.4062633199728587,64.18,5,0.1022684431974588,4.2491265893066235,331.4,3,Selective Forwarding
0.4749809806335824,0.5811210754962594,41.04,6,0.01,1.9941078563500931,273.1,3,Selective Forwarding
0.8331546950074848,0.31160939136104426,52.15,17,0.42964059874557736,12.794268333206732,10.0,4,Hello Flood
0.25,0.45003241249058157,51.72,19,0.06491057303614907,7.146265921066852,265.1,1,Sinkhole
0.27418960864531683,0.3375427648314331,52.24,9,0.3436448104783401,6.4607378344801205,402.5,6,Node Compromise
0.4491768967797053,0.4311634284917554,46.14,5,0.027379240688283832,3.864050237497776,424.2,3,Selective Forwarding
0.8270294946707831,0.10426399059323878,44.51,35,0.1374763633804857,7.505815293295244,350.9,2,Sybil
0.7498765769553455,0.6445516979642604,80.55,7,0.30563526792051343,8.82435295165381,281.0,6,Node Compromise
0.3724293256779668,0.6837941840964048,60.56,7,0.05373301372212252,2.819348285860395,387.8,3,Selective Forwarding
0.8321639108760709,0.08077510528655717,42.64,5,0.034777982707987244,3.573362470172945,273.5,0,Normal
0.7798521629887433,0.6105835359526384,65.7,15,0.06670951374851704,3.4683280060355766,278.1,1,Sinkhole
0.43316494091070895,0.8407270666633766,71.66,7,0.05346696936099794,2.9306343963069192,379.1,3,Selective Forwarding
0.3247219498730584,0.5859365427135768,20.07,6,0.5043241841838116,15.051387827521866,23.9,5,DoS
0.7123881168300862,0.15497740762546314,71.61,31,0.12904351132078265,6.780092859130746,267.3,2,Sybil
0.6507041626182717,0.6513083339850494,60.53,16,0.048975620829535826,5.470350653083996,203.9,1,Sinkhole
0.3520001190589284,0.4228418527776294,56.47,3,0.05840902666764105,1.5,281.9,3,Selective Forwarding
0.7311521089134206,0.15123537181890917,43.55,34,0.18387882607715994,7.544097601743024,254.0,2,Sybil
0.901192196438495,0.07565057972891837,59.42,9,0.05740049448832232,3.3315416951336925,398.7,0,Normal
0.9363997741857055,0.051167396207043796,45.52,5,0.040816428546201385,2.356438875049352,309.1,0,Normal
